Accession,Entry,Description,CON 1,CON 2,CON 3,CON 4,CON 5,CON 6,HCM 1,HCM 2,HCM 3,HCM 4,HCM 5,HCM 6,HCM 7,HCM 8,HCM 9,HCM 10,HCM 11,CONTROL,CV,% proteome,HCM,CV,% proteome,HCM to CONTROL ratio (%),Tissue,Ome,Species
ALAT1_HUMAN,P24298,Alanine aminotransferase 1 OS Homo sapiens GN GPT PE 1 SV 3,0,0,0,0,31.8577,0,0,0,0,0,0,0,0,0,0,0,0,5.309616667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
ALBU_HUMAN,P02768,Serum albumin OS Homo sapiens GN ALB PE 1 SV 2,4623.9546,3093.3047,5765.4105,6057.7971,5547.9873,5175.2865,5188.9655,5490.1875,4862.8096,5042.9528,5692.8387,6135.731,4714.4549,7094.8137,4033.8025,4427.7031,9614.4933,5043.956783,19.49433689,#DIV/0!,5663.522964,26.21534436,#DIV/0!,112.2833364,HEART,PROT,HUMAN
ALDH2_HUMAN,P05091,Aldehyde dehydrogenase mitochondrial OS Homo sapiens GN ALDH2 PE 1 SV 2,176.1655,144.9585,187.9169,183.5092,169.2385,167.857,77.823,85.2139,37.0673,181.2012,217.6547,125.479,47.9051,156.2907,14.3266,173.4394,158.4046,171.6076,8.096414894,#DIV/0!,115.8914091,55.19309575,#DIV/0!,67.53279522,HEART,PROT,HUMAN
ALDOA_HUMAN,P04075,Fructose bisphosphate aldolase A OS Homo sapiens GN ALDOA PE 1 SV 2,888.8192,821.405,1051.3332,1121.3844,1260.0711,1040.1545,635.7504,704.7849,818.9046,790.1737,948.1995,1109.322,689.1144,654.421,370.4292,560.1387,582.2355,1030.5279,14.02209404,#DIV/0!,714.8612636,26.58798884,#DIV/0!,69.36845316,HEART,PROT,HUMAN
ALDOC_HUMAN,P09972,Fructose bisphosphate aldolase C OS Homo sapiens GN ALDOC PE 1 SV 2,349.0397,262.9048,260.2237,281.6541,437.843,237.9592,76.4368,68.7393,80.4689,160.3925,252.806,192.752,49.1356,313.5149,64.373,139.8188,204.2958,304.9374167,22.56300639,#DIV/0!,145.7030545,57.21515976,#DIV/0!,47.7812976,HEART,PROT,HUMAN
ALDR_HUMAN,P15121,Aldose reductase OS Homo sapiens GN AKR1B1 PE 1 SV 3,17.393,0,8.0545,57.4626,35.132,16.5117,4.8175,30.1319,0,13.5224,24.2952,2.7283,0,20.9042,0,0,0,22.42563333,84.58317459,#DIV/0!,8.763590909,124.2337424,#DIV/0!,39.07845446,HEART,PROT,HUMAN
AMPL_HUMAN,P28838,Cytosol aminopeptidase OS Homo sapiens GN LAP3 PE 1 SV 3,0,0,0,0,6.7138,4.8311,0,0,0,0,0,0,0,0,0,0,0,1.92415,144.2144818,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
AN32A_HUMAN,P39687,Acidic leucine rich nuclear phosphoprotein 32 family member A OS Homo sapiens GN ANP32A PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.375,0,0,0,0,#DIV/0!,#DIV/0!,0.397727273,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
ANFB_HUMAN,P16860,Natriuretic peptides B OS Homo sapiens GN NPPB PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,1.3124,0,0,0,0,0,#DIV/0!,#DIV/0!,0.119309091,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
ANGT_HUMAN,P01019,Angiotensinogen OS Homo sapiens GN AGT PE 1 SV 1,1.983,6.2158,27.5856,18.5703,5.1694,0,0,3.8446,0,6.0465,0,0,0,0,0,0,17.4464,9.920683333,99.49689097,#DIV/0!,2.485227273,205.8099678,#DIV/0!,25.05096866,HEART,PROT,HUMAN
ANKK1_HUMAN,Q8NFD2,Ankyrin repeat and protein kinase domain containing protein 1 OS Homo sapiens GN ANKK1 PE 1 SV 1,0,0,0,0,0,0,0,0,1.9076,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.173418182,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
ANKR2_HUMAN,Q9GZV1,Ankyrin repeat domain containing protein 2 OS Homo sapiens GN ANKRD2 PE 1 SV 3,2.0585,4.3227,0,80.3125,2.9514,9.2123,1.6967,10.1838,14.6151,30.3272,2.8351,25.2895,0,49.048,0,16.4467,0,16.47623333,174.113806,#DIV/0!,13.67655455,110.3657898,#DIV/0!,83.0077741,HEART,PROT,HUMAN
ANM5_HUMAN,O14744,Protein arginine N methyltransferase 5 OS Homo sapiens GN PRMT5 PE 1 SV 4,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5849,0,0,0,0,#DIV/0!,#DIV/0!,0.507718182,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
ANR33_HUMAN,Q7Z3H0,Ankyrin repeat domain containing protein 33 OS Homo sapiens GN ANKRD33 PE 2 SV 3,0,0,0,0,0,0,2.6251,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.238645455,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
ANR35_HUMAN,Q8N283,Ankyrin repeat domain containing protein 35 OS Homo sapiens GN ANKRD35 PE 2 SV 2,0,15.8701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.645016667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
ANR39_HUMAN,Q53RE8,Ankyrin repeat domain containing protein 39 OS Homo sapiens GN ANKRD39 PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,0,#DIV/0!,#DIV/0!,0.323636364,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
ANS4B_HUMAN,Q8N8V4,Ankyrin repeat and SAM domain containing protein 4B OS Homo sapiens GN ANKS4B PE 2 SV 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7547,0,0,#DIV/0!,#DIV/0!,0.614063636,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
ANT3_HUMAN,P01008,Antithrombin III OS Homo sapiens GN SERPINC1 PE 1 SV 1,0,0,0,4.9877,0,0,0,0,0,0,0,0,0,0,0,0,12.5778,0.831283333,223.6067977,#DIV/0!,1.143436364,316.227766,#DIV/0!,137.5507385,HEART,PROT,HUMAN
ANX11_HUMAN,P50995,Annexin A11 OS Homo sapiens GN ANXA11 PE 1 SV 1,0,3.5658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5943,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
ANXA1_HUMAN,P04083,Annexin A1 OS Homo sapiens GN ANXA1 PE 1 SV 2,8.5543,0,0,15.1859,14.8042,5.4744,0,0,0,0,0,0,0,0,0,0,0,7.336466667,84.38807569,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
ANXA2_HUMAN,P07355,Annexin A2 OS Homo sapiens GN ANXA2 PE 1 SV 2,10.3125,36.615,10.9247,50.6057,93.5096,29.4162,0,1.5728,8.2564,0,11.7418,0,0,0,0,0,2.332,38.56395,73.44749415,#DIV/0!,2.173,176.6091162,#DIV/0!,5.634796228,HEART,PROT,HUMAN
ANXA3_HUMAN,P12429,Annexin A3 OS Homo sapiens GN ANXA3 PE 1 SV 3,11.1978,0,0,8.6302,0,14.5204,0,0,0,0,0,0,0,0,0,0,0,5.724733333,104.340951,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
ANXA5_HUMAN,P08758,Annexin A5 OS Homo sapiens GN ANXA5 PE 1 SV 2,102.5328,62.4101,41.8536,131.5977,122.3806,73.352,56.529,19.22,126.0167,7.8725,41.9483,49.4947,18.8282,0,9.2617,15.0339,0,89.02113333,36.36136218,#DIV/0!,31.29136364,112.4197732,#DIV/0!,35.15048895,HEART,PROT,HUMAN
ANXA6_HUMAN,P08133,Annexin A6 OS Homo sapiens GN ANXA6 PE 1 SV 3,26.2888,41.3673,4.7651,131.5247,77.0128,32.2742,0,0,2.2275,0,17.9501,6.2545,2.4741,0,2.9659,40.96,16.2774,52.20548333,79.53366476,#DIV/0!,8.100863636,148.9723718,#DIV/0!,15.51726585,HEART,PROT,HUMAN
ANXA7_HUMAN,P20073,Annexin A7 OS Homo sapiens GN ANXA7 PE 1 SV 3,0,0,0,15.216,0,0,0,0,0,0,0,0,0,0,0,0,0,2.536,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
AOFB_HUMAN,P27338,Amine oxidase flavin containing B OS Homo sapiens GN MAOB PE 1 SV 3,38.5767,3.2078,0,6.8485,6.5112,0,0,0,0,0,0,0,0,0,0,0,0,9.1907,146.0413044,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
AP1S1_HUMAN,P61966,AP 1 complex subunit sigma 1A OS Homo sapiens GN AP1S1 PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4869,0,#DIV/0!,#DIV/0!,0.498809091,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
AP3D1_HUMAN,O14617,AP 3 complex subunit delta 1 OS Homo sapiens GN AP3D1 PE 1 SV 1,11.1523,0,3.973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.520883333,163.5815468,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
APBB2_HUMAN,Q92870,Amyloid beta A4 precursor protein binding family B member 2 OS Homo sapiens GN APBB2 PE 1 SV 3,0,0,0,0,0,0,0.3449,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.031354545,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
APC13_HUMAN,Q9BS18,Anaphase promoting complex subunit 13 OS Homo sapiens GN ANAPC13 PE 1 SV 1,0,0,0,0,0,0,0,6.8093,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.619027273,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
APM2_HUMAN,Q15847,Adipose most abundant gene transcript 2 protein OS Homo sapiens GN APM2 PE 1 SV 1,0,0,0,3.6087,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60145,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
APMAP_HUMAN,Q9HDC9,Adipocyte plasma membrane associated protein OS Homo sapiens GN APMAP PE 1 SV 2,0,4.9577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.826283333,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
APOA1_HUMAN,P02647,Apolipoprotein A I OS Homo sapiens GN APOA1 PE 1 SV 1,258.0455,58.651,318.4326,198.1628,227.7367,274.1863,193.9682,12.5693,5.2821,136.204,247.1393,187.4387,105.3611,359.5942,60.6035,103.7976,535.0467,222.5358167,36.96664962,#DIV/0!,177.0004273,85.01599798,#DIV/0!,79.53795031,HEART,PROT,HUMAN
APOA2_HUMAN,P02652,Apolipoprotein A II OS Homo sapiens GN APOA2 PE 1 SV 1,6.2359,2.4687,19.8385,18.4291,39.7985,13.2641,11.8207,4.557,0,5.2065,8.6908,0,0,25.6426,9.6408,5.76,122.8038,16.67246667,72.23310062,#DIV/0!,17.64747273,192.554586,#DIV/0!,105.8480013,HEART,PROT,HUMAN
APOA4_HUMAN,P06727,Apolipoprotein A IV OS Homo sapiens GN APOA4 PE 1 SV 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5913,0,0,#DIV/0!,#DIV/0!,0.235572727,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
APOH_HUMAN,P02749,Beta 2 glycoprotein 1 OS Homo sapiens GN APOH PE 1 SV 3,0,12.7319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.121983333,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
APOL3_HUMAN,O95236,Apolipoprotein L3 OS Homo sapiens GN APOL3 PE 2 SV 3,0,0,0,0,0,0,0,0,5.6947,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.5177,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
ARF1_HUMAN,P84077,ADP ribosylation factor 1 OS Homo sapiens GN ARF1 PE 1 SV 2,0,0,0,0,0,0,0,3.0014,0,5.0132,10.6052,0,0,8.2147,0,0,7.9629,0,#DIV/0!,#DIV/0!,3.1634,123.3262645,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
ARF3_HUMAN,P61204,ADP ribosylation factor 3 OS Homo sapiens GN ARF3 PE 1 SV 2,0,0,7.7093,0,0,0,0,0,6.5984,0,0,0,0,0,0,0,0,1.284883333,223.6067977,#DIV/0!,0.599854545,316.227766,#DIV/0!,46.68552622,HEART,PROT,HUMAN
ARF4_HUMAN,P18085,ADP ribosylation factor 4 OS Homo sapiens GN ARF4 PE 1 SV 3,5.1784,0,0,0,0,2.626,0,0,0,0,0,4.2463,0,0,0,0,0,1.300733333,152.3442749,#DIV/0!,0.386027273,316.227766,#DIV/0!,29.67766435,HEART,PROT,HUMAN
ARF5_HUMAN,P84085,ADP ribosylation factor 5 OS Homo sapiens GN ARF5 PE 1 SV 2,0,0,0,14.224,26.7821,0,0,0,0,0,6.8428,7.4172,0,0,0,7.8792,4.092,6.83435,151.0419271,#DIV/0!,2.384654545,137.4125613,#DIV/0!,34.89219231,HEART,PROT,HUMAN
ARG33_HUMAN,A8MVX0,Rho guanine nucleotide exchange factor 33 OS Homo sapiens GN ARHGEF33 PE 3 SV 2,0,0,1.1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188933333,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
ARHL1_HUMAN,Q8NDY3,Protein ADP ribosylarginine hydrolase like protein 1 OS Homo sapiens GN ADPRHL1 PE 2 SV 1,9.9726,26.0556,82.7223,150.1666,158.6016,129.0632,0,27.0683,37.0924,152.0924,102.9656,22.7993,50.1607,111.1656,23.2492,75.4726,24.4169,92.76365,62.78499714,#DIV/0!,56.953,79.21441934,#DIV/0!,61.39581614,HEART,PROT,HUMAN
ARI5B_HUMAN,Q14865,AT rich interactive domain containing protein 5B OS Homo sapiens GN ARID5B PE 1 SV 3,0,0,0,0,0,0,0,0,0,0,2.4636,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.223963636,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
ARK72_HUMAN,O43488,Aflatoxin B1 aldehyde reductase member 2 OS Homo sapiens GN AKR7A2 PE 1 SV 3,16.8083,0,0,0,13.0806,0,0,5.648,0,20.664,0,0,0,19.3169,3.7597,23.3851,0,4.981483333,143.06167,#DIV/0!,6.615790909,137.6007278,#DIV/0!,132.8076492,HEART,PROT,HUMAN
ARL3_HUMAN,P36405,ADP ribosylation factor like protein 3 OS Homo sapiens GN ARL3 PE 1 SV 2,0,0,0,2.1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35475,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
ARL4D_HUMAN,P49703,ADP ribosylation factor like protein 4D OS Homo sapiens GN ARL4D PE 1 SV 2,0,0,0,0.8474,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141233333,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
ARLY_HUMAN,P04424,Argininosuccinate lyase OS Homo sapiens GN ASL PE 1 SV 4,0,0,11.6979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94965,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
ARMC3_HUMAN,Q5W041,Armadillo repeat containing protein 3 OS Homo sapiens GN ARMC3 PE 2 SV 2,0,0,0,0,0,0,0,0,0,0,1.5511,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.141009091,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
ARMS2_HUMAN,P0C7Q2,Age related maculopathy susceptibility protein 2 OS Homo sapiens GN ARMS2 PE 2 SV 1,0,0,0,0,0,0,0,0,0,0,4.0294,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.366309091,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
ARP10_HUMAN,Q9NZ32,Actin related protein 10 OS Homo sapiens GN ACTR10 PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,0,3.3881,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.308009091,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
ARP3_HUMAN,P61158,Actin related protein 3 OS Homo sapiens GN ACTR3 PE 1 SV 3,0,0,0,0,0,0,0,0,0,2.948,0,0,0,3.9651,0,0,0,0,#DIV/0!,#DIV/0!,0.628463636,214.9198476,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
ARP6_HUMAN,Q9GZN1,Actin related protein 6 OS Homo sapiens GN ACTR6 PE 1 SV 1,0,0,0,0,1.4418,0,0,0,0,0,0,0,0,0,0,0,0,0.2403,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
ARRD1_HUMAN,Q8N5I2,Arrestin domain containing protein 1 OS Homo sapiens GN ARRDC1 PE 2 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2087,0,0,0,0,#DIV/0!,#DIV/0!,0.200790909,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
ARY1_HUMAN,P18440,Arylamine N acetyltransferase 1 OS Homo sapiens GN NAT1 PE 1 SV 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2428,0,#DIV/0!,#DIV/0!,0.112981818,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
ASAH1_HUMAN,Q13510,Acid ceramidase OS Homo sapiens GN ASAH1 PE 1 SV 5,20.261,5.5748,16.9757,11.1556,20.7305,25.9162,23.8981,50.8617,0,23.5124,27.4041,6.8453,11.3624,17.4785,0,8.4719,0,16.76896667,39.88660353,#DIV/0!,15.43949091,95.52901855,#DIV/0!,92.07180869,HEART,PROT,HUMAN
ASCL5_HUMAN,Q7RTU5,Achaete scute homolog 5 OS Homo sapiens GN ASCL5 PE 2 SV 2,0,0,0,5.6072,0,0,0,0,0,0,0,0,0,0,0,0,0,0.934533333,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
ASGR2_HUMAN,P07307,Asialoglycoprotein receptor 2 OS Homo sapiens GN ASGR2 PE 1 SV 2,2.8852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480866667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
ASPC1_HUMAN,Q9BZE9,Tether containing UBX domain for GLUT4 OS Homo sapiens GN ASPSCR1 PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,2.8125,0,0,0,0,0,#DIV/0!,#DIV/0!,0.255681818,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
AT1A3_HUMAN,P13637,Sodium potassium transporting ATPase subunit alpha 3 OS Homo sapiens GN ATP1A3 PE 1 SV 3,0,0,0,0,15.6436,0,0,0,0,0,0,0,0,0,0,0,0,2.607266667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
AT1B1_HUMAN,P05026,Sodium potassium transporting ATPase subunit beta 1 OS Homo sapiens GN ATP1B1 PE 1 SV 1,0,28.8503,0,0,13.3712,0,0,0,0,0,0,0,0,0,0,0,0,7.036916667,155.0233224,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
AT2A1_HUMAN,O14983,Sarcoplasmic endoplasmic reticulum calcium ATPase 1 OS Homo sapiens GN ATP2A1 PE 1 SV 1,0,1.147,0,20.8171,67.4306,12.8776,0,0,0,0,0,0,0,0,0,0,0,17.04538333,139.7396723,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
AT2A2_HUMAN,P16615,Sarcoplasmic endoplasmic reticulum calcium ATPase 2 OS Homo sapiens GN ATP2A2 PE 1 SV 1,203.6384,267.2204,163.231,263.6505,476.3944,165.3688,0,0,10.6316,24.8755,144.9629,23.0156,0,12.0799,0,16.259,0,256.5839167,41.58744482,#DIV/0!,21.07495455,190.8760875,#DIV/0!,8.21366936,HEART,PROT,HUMAN
AT2A3_HUMAN,Q93084,Sarcoplasmic endoplasmic reticulum calcium ATPase 3 OS Homo sapiens GN ATP2A3 PE 1 SV 2,14.0636,13.2672,7.776,11.2052,44.955,9.0414,0,0,0,0,1.8371,0,0,0,0,0,0,16.71806667,76.662048,#DIV/0!,0.167009091,316.227766,#DIV/0!,0.998973711,HEART,PROT,HUMAN
AT2B1_HUMAN,P20020,Plasma membrane calcium transporting ATPase 1 OS Homo sapiens GN ATP2B1 PE 1 SV 3,0,0,0,0,0,1.2665,0,0,0,0,0,0,0,0,0,0,0,0.211083333,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
AT2B3_HUMAN,Q16720,Plasma membrane calcium transporting ATPase 3 OS Homo sapiens GN ATP2B3 PE 1 SV 3,0,0,0,0,0,0,0,0,0,0,3.2782,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.298018182,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
AT5EL_HUMAN,Q5VTU8,ATP synthase subunit epsilon like protein mitochondrial OS Homo sapiens GN ATP5EP2 PE 1 SV 1,0,0,4.727,0,0,0,0,0,9.5048,0,0,0,0,0,0,0,0,0.787833333,223.6067977,#DIV/0!,0.864072727,316.227766,#DIV/0!,109.6770968,HEART,PROT,HUMAN
AT5F1_HUMAN,P24539,ATP synthase subunit b mitochondrial OS Homo sapiens GN ATP5F1 PE 1 SV 2,11.8084,95.6871,45.4443,22.8368,128.7719,60.3122,0,0,14.3045,8.9921,67.6972,12.7619,0,0,1.3435,21.0356,5.3249,60.81011667,66.84800355,#DIV/0!,11.95088182,158.2185538,#DIV/0!,19.65278555,HEART,PROT,HUMAN
AT7L2_HUMAN,Q5T6C5,Ataxin 7 like protein 2 OS Homo sapiens GN ATXN7L2 PE 2 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8369,0,0,0,0,#DIV/0!,#DIV/0!,0.166990909,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
ATG10_HUMAN,Q9H0Y0,Ubiquitin like conjugating enzyme ATG10 OS Homo sapiens GN ATG10 PE 1 SV 1,0,0,0,0,74.9499,0,0,0,0,0,0,0,0,0,0,0,0,12.49165,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
ATGA1_HUMAN,Q9BSB4,Autophagy related protein 101 OS Homo sapiens GN ATG101 PE 1 SV 1,0,33.2562,0,0,3.3857,0,0,0,0,0,0,0,0,0,0,0,0,6.106983333,199.8413422,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
ATIF1_HUMAN,Q9UII2,ATPase inhibitor mitochondrial OS Homo sapiens GN ATPIF1 PE 1 SV 1,0,0,0,0,0,0,8.9815,0,0,12.7313,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1.973890909,215.9638638,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
ATP5H_HUMAN,O75947,ATP synthase subunit d mitochondrial OS Homo sapiens GN ATP5H PE 1 SV 3,34.1758,64.3351,46.8509,79.4956,227.9382,50.0955,15.5592,14.1714,29.5549,0,74.8891,60.0989,0,0,8.3525,12.8918,7.4163,83.81518333,78.74621912,#DIV/0!,20.26673636,118.1725742,#DIV/0!,24.18026849,HEART,PROT,HUMAN
ATP5I_HUMAN,P56385,ATP synthase subunit e mitochondrial OS Homo sapiens GN ATP5I PE 1 SV 2,51.7129,69.3442,96.6625,133.0635,101.5852,98.805,2.2883,0,41.6389,0,136.5997,29.5505,0,0,0,31.8734,0,91.86221667,28.04513174,#DIV/0!,21.99552727,178.54872,#DIV/0!,23.94404149,HEART,PROT,HUMAN
ATP5J_HUMAN,P18859,ATP synthase coupling factor 6 mitochondrial OS Homo sapiens GN ATP5J PE 1 SV 1,187.229,138.3951,76.7357,151.2243,264.2311,146.7559,31.7726,145.3502,52.7074,92.9929,175.2603,89.8919,74.9232,40.1886,77.2934,88.2052,109.5415,160.76185,35.23741453,#DIV/0!,88.92065455,45.95156027,#DIV/0!,55.31203737,HEART,PROT,HUMAN
ATP5L_HUMAN,O75964,ATP synthase subunit g mitochondrial OS Homo sapiens GN ATP5L PE 1 SV 3,35.7319,126.7117,17.6566,46.0761,72.1694,24.4736,4.5969,0,20.6898,11.368,67.058,17.3255,7.4713,7.5562,0,9.8285,0,53.80321667,68.73582986,#DIV/0!,13.26310909,137.3402589,#DIV/0!,24.65114525,HEART,PROT,HUMAN
ATP6_HUMAN,P00846,ATP synthase subunit a OS Homo sapiens GN MT ATP6 PE 1 SV 1,53.0837,62.2225,0,0,121.5424,59.891,0,0,0,32.8706,0,0,0,0,0,0,0,49.4566,84.0732896,#DIV/0!,2.988236364,316.227766,#DIV/0!,6.042138691,HEART,PROT,HUMAN
ATPA_HUMAN,P25705,ATP synthase subunit alpha mitochondrial OS Homo sapiens GN ATP5A1 PE 1 SV 1,771.0471,796.4286,694.6183,992.4063,1529.0379,635.0634,456.5252,349.7108,610.4482,290.805,762.7881,757.174,342.9154,377.3745,269.6389,277.5549,485.4516,903.1002667,33.33860935,#DIV/0!,452.7624182,38.46104963,#DIV/0!,50.13423591,HEART,PROT,HUMAN
ATPB_HUMAN,P06576,ATP synthase subunit beta mitochondrial OS Homo sapiens GN ATP5B PE 1 SV 3,629.0177,706.8574,820.4404,905.0967,1027.8229,672.163,718.4074,750.5264,692.1671,434.8317,842.5406,863.2188,659.3383,584.1094,487.3202,581.0526,601.6635,793.56635,17.62467974,#DIV/0!,655.9250909,19.6637215,#DIV/0!,82.6553559,HEART,PROT,HUMAN
ATPD_HUMAN,P30049,ATP synthase subunit delta mitochondrial OS Homo sapiens GN ATP5D PE 1 SV 2,8.9785,26.66,0,0,0,0,0,0,0,0,0,31.5153,0,0,87.918,0,0,5.93975,165.4826037,#DIV/0!,10.85757273,239.3036657,#DIV/0!,182.795113,HEART,PROT,HUMAN
ATPG_HUMAN,P36542,ATP synthase subunit gamma mitochondrial OS Homo sapiens GN ATP5C1 PE 1 SV 1,211.1805,79.8522,136.6889,76.1305,122.1367,61.6718,9.5467,0,30.2884,5.8971,36.9404,23.6008,5.7533,11.4094,0,36.2922,9.3759,114.6101,44.14833602,#DIV/0!,15.37310909,86.2419912,#DIV/0!,13.4133982,HEART,PROT,HUMAN
ATPK_HUMAN,P56134,ATP synthase subunit f mitochondrial OS Homo sapiens GN ATP5J2 PE 1 SV 3,43.4853,89.3659,0,89.5894,159.0642,144.4985,0,25.2449,49.7326,0,170.7641,106.818,44.7993,46.6046,12.2902,90.9785,39.5074,87.66721667,62.42796271,#DIV/0!,53.33996364,92.10910635,#DIV/0!,60.84368327,HEART,PROT,HUMAN
ATPO_HUMAN,P48047,ATP synthase subunit O mitochondrial OS Homo sapiens GN ATP5O PE 1 SV 1,118.2027,211.0583,151.7769,163.047,512.3402,225.5337,79.2465,17.3529,103.5102,62.7618,152.992,133.4075,55.0866,27.9691,18.6515,69.8764,0,230.3264667,56.93880386,#DIV/0!,65.53222727,71.64342163,#DIV/0!,28.45188754,HEART,PROT,HUMAN
