Protein IDs,Protein names,Gene names,Razor + unique peptides WT_1,Razor + unique peptides WT_2,Razor + unique peptides WT_3,Razor + unique peptides WT_4,Razor + unique peptides ob_1,Razor + unique peptides ob_2,Razor + unique peptides ob_3,Razor + unique peptides ob_4,Unique peptides WT_1,Unique peptides WT_2,Unique peptides WT_3,Unique peptides WT_4,Unique peptides ob_1,Unique peptides ob_2,Unique peptides ob_3,Unique peptides ob_4,Identification type WT_1,Identification type WT_2,Identification type WT_3,Identification type WT_4,Identification type ob_1,Identification type ob_2,Identification type ob_3,Identification type ob_4,Sequence coverage WT_1 [%],Sequence coverage WT_2 [%],Sequence coverage WT_3 [%],Sequence coverage WT_4 [%],Sequence coverage ob_1 [%],Sequence coverage ob_2 [%],Sequence coverage ob_3 [%],Sequence coverage ob_4 [%],Intensity WT_1,Intensity WT_2,Intensity WT_3,Intensity WT_4,Intensity ob_1,Intensity ob_2,Intensity ob_3,Intensity ob_4
A0A087WSS1;E9QM90;Q148V7-2;Q148V7;Q148V7-3;A0A087WPW3;A0A087WRM8,LisH domain and HEAT repeat-containing protein KIAA1468,2310035C23Rik;Kiaa1468,9,9,10,4,3,3,6,5,2,1,2,1,1,1,1,1,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,10.7,9.9,11.7,4.8,3.4,4,6.4,5.1,377500000,274530000,479090000,139720000,211950000,65846000,153990000,214150000
A0A0A0MQ68;Q60759;D3Z4I2,"Glutaryl-CoA dehydrogenase, mitochondrial",Gcdh,15,17,16,9,10,8,15,15,15,17,16,9,10,8,15,15,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,45,49.4,46.5,23.3,27.1,20.1,44.5,44.5,27609000000,31222000000,25651000000,15419000000,21833000000,11727000000,25972000000,36568000000
A0A0A0MQ70;Q5SWT3,Solute carrier family 25 member 35,Slc25a35,2,1,2,0,2,0,1,2,2,1,2,0,2,0,1,2,By matching,By MS/MS,By MS/MS,,By matching,,By MS/MS,By matching,8.4,5.1,8.1,0,6.4,0,3.4,8.4,90560000,15319000,71368000,0,80584000,0,22239000,67753000
A0A0A0MQ79;Q3TLH4;S4R2J9;Q3TLH4-5;S4R294;S4R209;S4R2E2;S4R2L9;S4R298,Protein PRRC2C,Prrc2c,33,34,33,25,25,23,30,36,30,32,31,23,24,21,29,34,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,13.5,14.7,14.2,11.9,10.5,10,13.5,17.3,2481900000,2578700000,2672500000,1307900000,1887600000,1249700000,2479500000,2649000000
A0A0A0MQ80;Q3UMC0;A0A0G2JFY0;D3Z0U5;D6RGM7;D3Z4J2;Q9D3R6-3;Q9D3R6,Spermatogenesis-associated protein 5,Spata5,14,18,16,9,10,8,10,12,14,18,16,9,10,8,10,12,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,19.1,25,21.9,10.9,12.1,9.2,12.2,16,1160000000,1939300000,1552100000,443370000,614440000,438200000,679220000,1101400000
A0A0A0MQ90;P97352,Protein S100-A13,S100a13,2,2,2,3,3,2,3,3,2,2,2,3,3,2,3,3,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,13.1,13.1,13.1,18.1,18.1,10.6,18.1,18.1,1723800000,2285300000,2059800000,751210000,647190000,1108100000,2368300000,2068400000
A0A0A0MQ98;G3UZM1;Q69ZK6;G3UYW3,Probable JmjC domain-containing histone demethylation protein 2C,Jmjd1c,1,1,1,3,1,2,0,0,1,1,1,3,1,2,0,0,By matching,By matching,By matching,By MS/MS,By MS/MS,By MS/MS,,,0.5,0.5,0.5,1.5,0.5,1,0,0,60280000,30469000,44991000,27319000,0,30523000,0,0
A0A0A0MQ99;V9GXX7;Q8K3D3;Q8K3D3-2;A2AN40,DNA repair protein SWI5 homolog,Swi5,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,,By MS/MS,By MS/MS,,,,,,0,15.3,13,0,0,0,0,0,0,93757000,50353000,0,0,0,0,0
A0A0A0MQA5;P68368;A0A087WQS4;A0A087WRB4;A0A087WSB0;A0A087WSL5;Q3UX10;A0A087WS35,Tubulin alpha-4A chain,Tuba4a,5,5,5,4,4,4,4,5,5,5,5,4,4,4,4,5,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,53,51.6,51.6,35,29.8,28.1,46.3,53,11194000000,12119000000,11338000000,4118000000,5300300000,4497200000,6754700000,9012800000
A0A0A0MQC1,,Ighv3-5,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,,,By MS/MS,,By MS/MS,,,,0,0,13.1,0,13.1,0,0,0,0,0,0,0,123260000,0,0,0
A0A0A0MQC7;A2A5Y6;P10637;P10637-2;P10637-4;P10637-6;P10637-3;P10637-5,Microtubule-associated protein;Microtubule-associated protein tau,Mapt,2,1,2,2,4,2,2,3,1,0,2,1,2,1,1,1,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,3,1.1,4.6,3.8,7.6,3.5,4.1,5.7,82731000,349030000,14732000,25711000,85654000,145840000,78281000,158160000
A0A0A0MQC9;Q9D0R8,Protein LSM12 homolog,Lsm12,6,6,6,2,3,1,5,5,6,6,6,2,3,1,5,5,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,48.2,48.2,48.2,12.4,15.3,5.8,30.7,30.7,670970000,702220000,694280000,78343000,338770000,205430000,325990000,424980000
A0A0A0MQD1;Q8K1H1,Tudor domain-containing protein 7,Tdrd7,10,8,10,7,11,10,6,8,10,8,10,7,11,10,6,8,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,11.4,9.6,11.6,7.2,11.9,10.6,7.1,9.2,434500000,268280000,352570000,318450000,454710000,354070000,206700000,316290000
A0A0A0MQD4;Q8K201,Keratinocyte-associated transmembrane protein 2,9530068E07Rik;Kct2,2,1,2,0,1,1,1,2,2,1,2,0,1,1,1,2,By MS/MS,By MS/MS,By MS/MS,,By matching,By MS/MS,By matching,By MS/MS,11.6,4,11.6,0,4,4,4,11.6,85458000,54029000,180280000,0,62814000,57199000,82994000,132920000
A0A0A0MQD5;Q4ACU6;Q4ACU6-2;Q4ACU6-8;Q4ACU6-7;Q4ACU6-11;Q4ACU6-3;Q4ACU6-6;Q4ACU6-10;Q4ACU6-9;E9Q1P5;Q4ACU6-12,SH3 and multiple ankyrin repeat domains protein 3,Shank3,4,5,4,3,2,3,5,7,4,5,4,3,2,3,5,7,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,3.7,4.6,3.8,2.2,1.4,1.9,4.4,5.7,62703000,87829000,66468000,45428000,19602000,50741000,84306000,160200000
A0A0A0MQD7;A3KGS3-2;A3KGS3;F7CGP0;F7AI67;Q6GYP7-5;Q6GYP7-3,Ral GTPase-activating protein subunit alpha-2,Ralgapa2,9,7,10,8,7,6,13,11,7,5,8,7,6,5,11,9,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,5.4,4.2,6.1,4.7,4.5,3.8,7.9,6.9,377480000,561040000,610140000,177950000,213110000,181710000,306680000,601960000
A0A0A0MQF5;Q8K2H2;F6VDQ9,OTU domain-containing protein 6B,Otud6b,4,3,3,2,1,1,3,4,4,3,3,2,1,1,3,4,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,16.9,13.2,13.2,6.2,3.7,2.5,13.2,16.9,197110000,523490000,530690000,147340000,66742000,176230000,120460000,281580000
A0A0A0MQF6;P16858;S4R257;V9GXA7;V9GX06;S4R1N5;V9GXK0,Glyceraldehyde-3-phosphate dehydrogenase,Gapdh,23,24,24,19,20,17,23,25,0,0,0,0,0,0,0,0,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,78.6,78.6,78.6,66.9,64.3,59.9,76.9,78.6,1.7214E+11,1.9942E+11,1.9246E+11,97047000000,1.6398E+11,1.2391E+11,1.9617E+11,2.8138E+11
A0A0A0MQH5,,Macf1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,By matching,By matching,By matching,By matching,By matching,,By MS/MS,By matching,20.1,22.8,20.1,11.1,6.8,0,13.6,26,34034000,0,0,0,0,0,61248000,56724000
A0A0A0MQK3;F6XZS9;Q9WTN3-3;Q9WTN3;Q9WTN3-4;Q9WTN3-2,Sterol regulatory element-binding protein 1;Processed sterol regulatory element-binding protein 1,Srebf1,0,0,0,1,3,1,1,1,0,0,0,1,3,1,1,1,,,,By matching,By MS/MS,By MS/MS,By MS/MS,By matching,0,0,0,1.7,4.2,1,1,1.7,0,0,0,8803900,50187000,10408000,15404000,21273000
A0A0A0MQM6;I1E4X2;A0A0A0MQE0;E9Q6Z8;F8VQL7;A0A0R4J1Z4;P25425-10;P25425-4;P25425-7;P25425-9;P25425-11;P25425-8;P25425-3;P25425-6;P25425-2;P25425-5;P25425;P25425-12;Q3U5D1;H3BJT4;H3BKB7;Q00196-4;Q00196-6;P31362;Q00196;Q00196-2;Q00196-3;Q00196-7;Q00196-5,"POU domain protein;POU domain, class 2, transcription factor 1",Pou2f1,2,2,3,1,3,1,1,1,2,2,3,1,3,1,1,1,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,By matching,By matching,6,6,9.1,3.1,9.1,3.1,3.6,3.1,136260000,120660000,152040000,16358000,57380000,7423200,45622000,15910000
A0A0A0MQN1;Q5RL79,Keratinocyte-associated protein 2,Krtcap2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,2451000000,3844500000,3110900000,608040000,1353000000,778680000,1433400000,2110400000
A0A0A0MQN4;Q9D906;S4R2D5;S4R2T5;S4R2P7;S4R1T0;S4R1N8;S4R1U3;S4R1W9;S4R1K1,Ubiquitin-like modifier-activating enzyme ATG7,Atg7,16,15,17,9,9,8,11,17,16,15,17,9,9,8,11,17,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,23.8,23.1,27.9,13.9,12.8,12.3,17.4,28.2,2675800000,2901600000,2641000000,1019000000,1614900000,1663700000,2138100000,3556200000
A0A0A0MQP1;A0A0A0MQK4;Q8R526,Polycystic kidney disease protein 1-like 1,Pkd1l1,0,1,1,2,1,1,1,1,0,1,1,2,1,1,1,1,,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,0,0.4,0.4,0.8,0.4,0.4,0.4,0.4,0,154530000,230550000,373780000,489480000,521570000,633970000,458830000
A0A0A6YVR9;P09925;V9GXE6,Surfeit locus protein 1,Surf1,9,9,8,3,4,2,6,7,9,9,8,3,4,2,6,7,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,47.9,47.9,45,11.2,14.2,6.2,35.4,41.2,998390000,1114000000,998000000,284300000,337280000,262050000,687780000,1086200000
A0A0A6YVS2;Q921L3;A0A0A6YW31,Transmembrane and coiled-coil domain-containing protein 1,Tmco1,5,6,6,4,4,4,4,5,5,6,6,4,4,4,4,5,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,27,27,27,21,21,21,21,27,2723300000,2573200000,2694400000,1230600000,3910100000,2490400000,5176500000,3819800000
A0A0A6YVU4;P25085-2,,Il1rn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,By MS/MS,,0,0,0,0,0,0,21.2,0,0,0,0,0,0,0,0,0
A0A0A6YVU8;Q9JKV1;D3YUD8,Proteasomal ubiquitin receptor ADRM1,Gm9774;Adrm1,13,10,10,9,9,9,12,12,13,10,10,9,9,9,12,12,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,27.5,18.4,20.4,17,17,18.7,25.6,25.6,5384500000,3171600000,3460500000,2531700000,3940900000,2845600000,5772200000,4963000000
A0A0A6YVU9;A0A0R4J0K6;Q91VA3,Calpain-8,Capn8,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,,By matching,By matching,,By MS/MS,,By matching,By MS/MS,0,1.7,1.7,0,1,0,1.7,1.7,0,44078000,43806000,0,58822000,0,31129000,185720000
A0A0A6YVV3;A0A0A6YWP9;A0A0A6YXY0;Q9CQ79,Thioredoxin domain-containing protein 9,Txndc9,2,1,1,2,0,2,2,2,2,1,1,2,0,2,2,2,By MS/MS,By MS/MS,By MS/MS,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,24.8,8.5,8.5,17.7,0,17.7,25.5,24.8,203100000,65406000,121060000,94586000,0,40888000,142780000,216730000
A0A0A6YW87;Q9CX13,Protein cornichon homolog 4,Cnih4,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,By matching,By MS/MS,By matching,,,,,By matching,25.6,25.6,25.6,0,0,0,0,25.6,19728000,42335000,31349000,0,0,0,0,58573000
A0A0A6YWB0;A0A0A6YVV8;A0A0A6YXE3;G3X9Q0;Q9JKP5;A0A0A6YXP3;A0A0A6YWG1;A0A0A6YXQ4;A0A0A6YXL7;A0A0A6YWJ5;Q3U570;Q3U581,Muscleblind-like protein 1,Mbnl1,9,9,10,4,4,5,7,9,4,4,5,2,2,3,2,4,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,35.2,35.2,35.2,10.7,10.7,18.4,21.3,35.2,3124800000,3387600000,3222700000,1177800000,1346600000,719770000,3168100000,4480900000
A0A0A6YWB3;Q3TFK5-2;Q3TFK5,G patch domain-containing protein 4,Gpatch4,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,By MS/MS,By matching,By matching,By MS/MS,,,,,4.6,4.6,4.6,4.6,0,0,0,0,0,20141000,19390000,26302000,0,0,0,0
A0A0A6YWM5;E9QKE4;Q8BMG7;Q8BMG7-2,Rab3 GTPase-activating protein non-catalytic subunit,Rab3gap2,10,13,14,8,10,11,15,14,10,13,14,8,10,11,15,14,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,7.3,9.8,11.2,6.5,7.3,8.3,11.3,10.8,587270000,901090000,772750000,245090000,481100000,468880000,840500000,1050200000
A0A0A6YWS6;A0A0R4J114;Q8BTT6,Digestive organ expansion factor homolog,Diexf,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,,By MS/MS,By matching,By matching,,By MS/MS,,,0,2.5,2.5,1.7,0,1.7,0,0,0,18974000,16309000,13015000,0,15221000,0,0
A0A0A6YWU3,,Ighv6-7,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,By MS/MS,By MS/MS,By MS/MS,,,,By MS/MS,,13.4,13.4,13.4,0,0,0,13.4,0,78036000,78206000,82617000,0,0,0,112920000,0
A0A0A6YX02;Q9CQ22,Ragulator complex protein LAMTOR1,Lamtor1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,24.6,24.6,24.6,24.6,24.6,16.9,24.6,24.6,369700000,273390000,467450000,217780000,423460000,7088300,344340000,311530000
A0A0A6YX18;Q8BVE3;A0A0A6YWP6;A0A0A6YVU0;A0A0A6YW86,V-type proton ATPase subunit H,Atp6v1h,7,8,8,6,5,6,9,9,7,8,8,6,5,6,9,9,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,20,22.8,22.8,15.9,14,15.9,22.2,23.7,922190000,1114500000,1049800000,883610000,870970000,1259700000,1707100000,1320500000
A0A0A6YX21;A0A0A6YY20;Q8VD57,Vesicle transport protein SFT2B,Sft2d2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,By MS/MS,,,,,,By MS/MS,,15.4,0,0,0,0,0,15.4,0,0,0,0,0,0,0,67969000,0
A0A0A6YX25;D3Z4P2;P59481;F6QN75,VIP36-like protein,Lman2l,3,3,2,1,2,2,2,1,3,3,2,1,2,2,2,1,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,By matching,By MS/MS,By matching,19.5,19.5,14.1,7.3,12.7,12.7,12.7,7.3,153090000,244480000,145090000,49007000,61635000,24238000,64988000,99602000
A0A0A6YX96;A2AK70;P48760-5;P48760-4;P48760-2;P48760;P48760-3;A0A0A6YWU6,"Folylpolyglutamate synthase, mitochondrial",Fpgs,1,0,1,2,2,2,1,0,1,0,1,2,2,2,1,0,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,,8.5,0,13.2,13.8,13.8,18.5,5.3,0,6286600,0,45550000,77126000,37442000,52147000,69473000,0
A0A0A6YXI0,,Adck3,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,By matching,By MS/MS,By matching,By matching,By matching,By matching,By matching,By MS/MS,60,83.3,83.3,15,15,15,41.7,35,0,44622000,21411000,0,0,0,0,38883000
A0A0A6YY22;Q9WUE3,Cytochrome b561 domain-containing protein 2,Cyb561d2,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,By MS/MS,By MS/MS,By matching,By matching,By matching,,By matching,By MS/MS,27.3,27.3,27.3,27.3,27.3,0,27.3,27.3,86561000,117450000,91377000,20861000,53122000,0,19047000,28514000
A0A0A6YY53;F6TQW2;P01864,Ig gamma-2A chain C region secreted form,Ighg2c,7,7,7,6,6,1,4,6,7,7,7,6,6,1,4,6,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,38.2,38.2,38.2,31.9,31.9,3.6,23,34.6,2071800000,1282800000,1907900000,1124900000,540330000,39797000,266030000,1272500000
A0A0A6YY67;H7BX08;Q8C1B1;Q8C1B1-2;A0A0A6YXV8,Calmodulin-regulated spectrin-associated protein 2,Camsap2,2,2,1,2,2,4,1,1,2,2,1,2,2,4,1,1,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,1.6,1.9,0.9,1.6,1.7,3.1,0.9,0.9,56602000,356900000,45651000,27580000,33861000,11320000,23419000,33468000
A0A0A6YY75;Q64735-2;Q64735;A0A0A6YVT1;A0A0A6YXN9;A0A0A6YXR6,Complement component receptor 1-like protein,Cr1l,3,3,3,4,4,3,4,4,3,3,3,4,4,3,4,4,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,7.2,7.2,7.2,10,9.8,7.7,9.8,9.8,1968200000,1891200000,1204400000,937960000,1167200000,1102300000,989670000,1225600000
A0A0A6YYE7,,Igkv4-57,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,,,,By MS/MS,,,,By MS/MS,0,0,0,12,0,0,0,12,0,0,0,16401000,0,0,0,20223000
A0A0B4J1E2;Q9CSN1,SNW domain-containing protein 1,Snw1,17,19,19,13,12,10,13,15,17,19,19,13,12,10,13,15,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,36,41,43.5,29.1,27.8,21.5,28.2,35.8,1619900000,1907000000,2514700000,757940000,935710000,757950000,968940000,1138100000
A0A0B4J1E4;Q5U431,G-protein coupled receptor 39,Gpr39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,By matching,By matching,By matching,By matching,By matching,By MS/MS,By matching,By matching,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,32328000,18206000,58803000,26036000,29996000,23521000,31284000,20865000
A0A0B4J1E7;O35343,Importin subunit alpha-3,Kpna4,6,6,6,4,6,5,4,5,5,5,5,2,3,3,4,5,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,22.8,22.8,20.5,14.4,16.7,15.4,16.4,19.9,1542800000,1808000000,1955300000,438250000,1193700000,397860000,1433000000,1702800000
A0A0B4J1G0,,Fcgr4,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,8,8,8,3.2,3.2,8.4,8,8,81321000,69601000,67702000,23545000,39466000,61856000,53442000,56554000
A0A0B4J1G1;P08101-2;E9Q415;A0A0B4J1E6;P08101-3;P08101;P08508;E9PUV2;A0A0B4J1M6,Low affinity immunoglobulin gamma Fc region receptor II,Fcgr2b;Fcgr2,6,5,6,6,5,2,5,5,6,5,6,6,5,2,5,5,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,24.2,20.8,24.2,24.2,20.8,5.8,19.5,20.8,1156600000,1304400000,1523900000,1021500000,932830000,463170000,1370500000,1092300000
A0A0B4J1H8;A0A0B4J1H7,,Igkv1-133;Igkv1-135,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,By matching,By matching,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,43578000,30823000,26533000,83655000,100740000,31342000,17560000,26308000
A0A0B4J1J6,,Ighv10-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,By MS/MS,,,,,0,0,0,10.9,0,0,0,0,0,0,0,9756000,0,0,0,0
A0A0B4J1N0;A0A0G2JFE9,,Ighv1-76,0,0,1,2,1,0,0,1,0,0,1,2,1,0,0,1,,,By MS/MS,By matching,By MS/MS,,,By MS/MS,0,0,13.3,27.6,14.3,0,0,14.3,0,0,20002000,24683000,38288000,0,0,24749000
A0A0D2X7Z2;Q9CY45,Protein-lysine N-methyltransferase N6amt2,N6amt2,3,2,2,3,3,2,0,2,3,2,2,3,3,2,0,2,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,,By matching,13.8,9.4,9.4,14.7,14.7,9.8,0,9.4,105950000,109330000,118210000,198810000,214280000,74759000,0,84198000
A0A0F6AIX5;Q8BVA5;A0A1W2P7C8;A0A1W2P7T7;A0A1W2P820;Q8BVA5-3;A0A1W2P6H0;A0A1W2P6L7;Q8BVA5-4;A0A1W2P818;A0A1W2P6J8,UPF0554 protein C2orf43 homolog,,6,5,6,6,6,7,7,8,2,2,2,2,2,3,2,3,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,23.9,16.9,23.9,23.9,23.9,21.5,27,29.1,2896100000,2713600000,2807300000,1060400000,2173700000,1341500000,3341500000,3179900000
A0A0G2JDD1;Q91YY5;L7N251;M0QWR8,Solute carrier organic anion transporter family member 1A5,Slco1a5,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,By matching,By matching,By matching,By matching,By matching,By matching,By matching,By MS/MS,7.6,9.6,7.6,7.6,7.6,2.4,1.2,4.3,0,23261000,0,0,0,0,0,61336000
A0A0G2JDF7;Q3UN04,Ubiquitin carboxyl-terminal hydrolase 30,Usp30,1,2,1,2,2,1,3,3,1,2,1,2,2,1,3,3,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,2.2,4.6,2.2,4.9,4.9,2.2,7.3,7.3,37861000,22411000,21771000,103240000,92102000,37710000,296800000,159190000
A0A0G2JDH8;D3YXZ7;Q8R1T4,UDP-N-acetylglucosamine transporter,Slc35a3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,774550000,879210000,1228000000,103740000,514180000,230200000,1632300000,345860000
A0A0G2JDL3;P49615,Cyclin-dependent-like kinase 5,Cdk5,7,5,5,3,4,3,4,5,7,5,5,3,4,3,4,5,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,40.8,30.8,32.3,16.9,24.2,18.8,23.1,28.1,509640000,358250000,485160000,97064000,379700000,179230000,358640000,802810000
A0A0G2JDV8;Q9DAW9;A0A0G2JFI6;A0A0G2JFC8;A0A0G2JFG3;A0A1L1SRL1;A0A1L1SUB2;A0A1L1SRV0;Q08091-2;Q08091,Calponin-3,Cnn3,13,12,12,7,8,7,10,12,12,11,11,6,7,6,9,11,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,56.3,56.3,49.3,31.3,35.2,30.6,46.8,56.3,5715900000,5732900000,5459200000,1519000000,2500300000,1341700000,4117800000,6866000000
A0A0G2JDW7;Q6ZWU9;A0A0G2JG29;A0A0G2JEX7,40S ribosomal protein S27,Rps27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,40.2,40.2,40.2,39,39,39,40.2,40.2,2849500000,3045400000,2559900000,604630000,1944300000,760120000,1531000000,1901800000
A0A0G2JDZ4;E9QNY3,,Myl10,2,2,2,1,1,2,2,1,2,2,2,1,1,2,2,1,By matching,By MS/MS,By matching,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,8.2,8.2,8.2,14.2,8.2,14.2,8.2,8.2,70611000,133220000,139830000,21296000,53719000,34818000,95179000,70968000
A0A0G2JE26;Q6DFX2,Anthrax toxin receptor 2,Antxr2,2,1,1,2,2,2,2,1,2,1,1,2,2,2,2,1,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,5.2,2.5,2.5,5.2,5.2,4.6,5.2,2.5,137710000,44182000,134810000,42759000,33096000,110850000,56578000,84605000
A0A0G2JE29;D3YUE2;Q61398;D3YWH0;D3YZE3,Procollagen C-endopeptidase enhancer 1,Pcolce,1,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,By matching,,,,,By MS/MS,,,4.9,0,0,0,0,8.9,0,0,26250000,0,0,0,0,13491000,0,0
A0A0G2JE30;O88425,Nucleoside diphosphate kinase 6,Nme6,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,,,By MS/MS,By MS/MS,,By matching,By MS/MS,,0,0,8.9,8.9,0,8.9,8.9,0,0,0,0,40995000,0,3912100,24928000,0
A0A0G2JE32;A0A0G2JGL0;P61079;A0A0G2JF40;Q05CK8;A0A0G2JGZ3,Ubiquitin-conjugating enzyme E2 D3,Ube2d3,3,3,3,2,2,2,3,3,1,1,1,1,1,1,1,1,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,31.8,31.8,31.8,13.6,13.6,13.6,31.8,31.8,1886500000,1336400000,1304900000,1368100000,1605100000,443020000,1700700000,1779300000
